,Date,open,high,low,close,volume,unknown,predicted_open,predicted_high,predicted_low,predicted_close
0,2007-01-02,94.36,94.36,92.26,93.58,907130.0,0.0,0.0,0.0,0.0,0.0
1,2007-01-03,93.98,95.59,93.06,94.93,1229170.0,0.0,0.0,0.0,0.0,0.0
2,2007-01-04,95.98,97.0,93.82,94.85,1567750.0,0.0,0.0,0.0,0.0,0.0
3,2007-01-05,94.6,96.15,93.26,94.57,1274125.0,0.0,0.0,0.0,0.0,0.0
4,2007-01-08,94.4,94.4,91.8,93.11,2482595.0,0.0,0.0,0.0,0.0,0.0
5,2007-01-09,94.0,95.0,92.01,93.45,5433595.0,0.0,0.0,0.0,0.0,0.0
6,2007-01-10,93.7,94.4,91.04,92.32,1763110.0,0.0,0.0,0.0,0.0,0.0
7,2007-01-11,92.79,96.8,91.6,95.71,5507855.0,0.0,0.0,0.0,0.0,0.0
8,2007-01-12,97.96,100.4,96.98,99.96,5773600.0,0.0,0.0,0.0,0.0,0.0
9,2007-01-15,108.4,108.6,100.4,106.66,4851670.0,0.0,0.0,0.0,0.0,0.0
10,2007-01-16,100.22,112.57,100.22,110.23,5853485.0,0.0,0.0,0.0,0.0,0.0
11,2007-01-17,110.2,112.98,108.25,109.52,4026295.0,0.0,0.0,0.0,0.0,0.0
12,2007-01-18,109.7,111.2,107.65,109.39,9438535.0,0.0,0.0,0.0,0.0,0.0
13,2007-01-19,109.39,109.42,106.1,107.05,2293970.0,0.0,0.0,0.0,0.0,0.0
14,2007-01-22,108.13,110.78,106.0,109.27,1762380.0,0.0,0.0,0.0,0.0,0.0
15,2007-01-23,109.4,109.6,101.0,101.83,4416820.0,0.0,0.0,0.0,0.0,0.0
16,2007-01-24,104.0,104.0,101.0,101.81,3724235.0,0.0,0.0,0.0,0.0,0.0
17,2007-01-25,103.74,103.74,102.47,102.87,2065465.0,0.0,0.0,0.0,0.0,0.0
18,2007-01-29,104.2,104.5,100.2,100.8,1473330.0,0.0,0.0,0.0,0.0,0.0
19,2007-01-31,100.8,107.9,100.8,106.92,5466445.0,0.0,0.0,0.0,0.0,0.0
