,Date,open,high,low,close,volume,unknown,predicted_open,predicted_high,predicted_low,predicted_close
0,2007-01-02,107.98,107.98,106.5,107.0,2016770,0,0.0,0.0,0.0,0.0
1,2007-01-03,106.8,107.0,105.31,106.53,1516050,0,0.0,0.0,0.0,0.0
2,2007-01-04,105.6,106.5,103.5,105.0,3433420,0,0.0,0.0,0.0,0.0
3,2007-01-05,105.47,107.39,103.42,105.69,5954670,0,0.0,0.0,0.0,0.0
4,2007-01-08,105.4,105.4,101.65,102.5,3107030,0,0.0,0.0,0.0,0.0
5,2007-01-09,103.2,103.5,100.41,101.39,5231600,0,0.0,0.0,0.0,0.0
6,2007-01-10,101.85,101.85,99.5,99.86,3567750,0,0.0,0.0,0.0,0.0
7,2007-01-11,100.85,101.78,98.11,99.61,10057670,0,0.0,0.0,0.0,0.0
8,2007-01-12,101.83,106.98,101.6,106.16,6832570,0,0.0,0.0,0.0,0.0
9,2007-01-15,108.0,110.3,107.5,109.4,4852950,0,0.0,0.0,0.0,0.0
10,2007-01-16,110.4,110.47,108.02,109.61,6423470,0,0.0,0.0,0.0,0.0
11,2007-01-17,109.9,110.0,104.9,106.11,8693150,0,0.0,0.0,0.0,0.0
12,2007-01-18,106.5,107.4,105.13,106.11,6596330,0,0.0,0.0,0.0,0.0
13,2007-01-19,105.2,107.78,105.2,106.84,4500500,0,0.0,0.0,0.0,0.0
14,2007-01-22,107.0,107.3,104.56,105.63,3443020,0,0.0,0.0,0.0,0.0
15,2007-01-23,105.5,105.5,102.85,103.29,5341220,0,0.0,0.0,0.0,0.0
16,2007-01-24,104.0,106.49,104.0,105.85,3161940,0,0.0,0.0,0.0,0.0
17,2007-01-25,106.11,107.5,105.3,106.61,5092820,0,0.0,0.0,0.0,0.0
18,2007-01-29,107.0,116.0,105.03,106.24,5244380,0,0.0,0.0,0.0,0.0
19,2007-01-31,106.6,108.6,104.6,107.86,8244130,0,0.0,0.0,0.0,0.0
